id,kind,text,verification_tier,verification_method,status,static_syntax,file,line_start,line_end,section,source_type
com-c80bebc3e2,command,"systemctl is-active vastai.service vast_metrics.service docker nvidia-persistenced.service
sudo journalctl -u vastai.service -n 80 --no-pager
sudo journalctl -u vast_metrics.service -n 80 --no-pager
sudo tail -n 100 /var/lib/vastai_kaalia/kaalia.log
sudo cat /var/lib/vastai_kaalia/host_port_range",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/common-errors-diagnostics.mdx,96,100,Host Service Snapshot,authored
com-78e9ae3e71,command,nvidia-smi,environment-dependent,Verify on the matching Linux/GPU/network environment and capture representative output or an error fixture.,inventoried-not-executed,,host/common-errors-diagnostics.mdx,121,121,GPU And Kernel Diagnostics,authored
com-78e9ae3e71,command,nvidia-smi,environment-dependent,Verify on the matching Linux/GPU/network environment and capture representative output or an error fixture.,inventoried-not-executed,,host/common-errors-diagnostics.mdx,181,181,Machine Error Lookup,authored
com-78e9ae3e71,command,nvidia-smi,environment-dependent,Verify on the matching Linux/GPU/network environment and capture representative output or an error fixture.,inventoried-not-executed,,host/hardware-prep.mdx,52,52,What NVIDIA driver version should I use?,authored
com-78e9ae3e71,command,nvidia-smi,environment-dependent,Verify on the matching Linux/GPU/network environment and capture representative output or an error fixture.,inventoried-not-executed,,host/headless-install.mdx,86,86,Step 2: Install NVIDIA Drivers,authored
com-78e9ae3e71,command,nvidia-smi,environment-dependent,Verify on the matching Linux/GPU/network environment and capture representative output or an error fixture.,inventoried-not-executed,,host/headless-install.mdx,89,89,Step 2: Install NVIDIA Drivers,authored
com-78e9ae3e71,command,nvidia-smi,environment-dependent,Verify on the matching Linux/GPU/network environment and capture representative output or an error fixture.,inventoried-not-executed,,host/headless-install.mdx,237,237,Step 7: Install The Vast Host Software,authored
com-78e9ae3e71,command,nvidia-smi,environment-dependent,Verify on the matching Linux/GPU/network environment and capture representative output or an error fixture.,inventoried-not-executed,,host/installing-host-software.mdx,58,58,Host Installer Wizard,authored
com-78e9ae3e71,command,nvidia-smi,environment-dependent,Verify on the matching Linux/GPU/network environment and capture representative output or an error fixture.,inventoried-not-executed,,host/installing-host-software.mdx,65,65,Headless Fallback,authored
com-78e9ae3e71,command,nvidia-smi,environment-dependent,Verify on the matching Linux/GPU/network environment and capture representative output or an error fixture.,inventoried-not-executed,,host/machine-errors.mdx,209,209,CUDA Unavailable,authored
com-78e9ae3e71,command,nvidia-smi,environment-dependent,Verify on the matching Linux/GPU/network environment and capture representative output or an error fixture.,inventoried-not-executed,,host/maintenance-windows.mdx,100,100,Should I disable automatic updates?,authored
com-78e9ae3e71,command,nvidia-smi,environment-dependent,Verify on the matching Linux/GPU/network environment and capture representative output or an error fixture.,inventoried-not-executed,,host/self-test-reference.mdx,226,226,nccl_failed Deep Dive,generated-self-test
com-d9cdba8b45,command,"sudo journalctl -k -b --no-pager | grep -Ei 'NVRM|Xid|AER|PCIe|fallen|GPU has fallen'
sudo dmesg -T | grep -Ei 'NVRM|Xid|AER|PCIe|fallen|GPU has fallen'",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/common-errors-diagnostics.mdx,131,132,GPU And Kernel Diagnostics,authored
com-ffe2351a20,command,"sudo journalctl -k -b --no-pager | grep -Ei 'AER|PCIe Bus Error|pcieport|NVRM|Xid'
sudo journalctl -k -b -1 --no-pager | grep -Ei 'AER|PCIe Bus Error|pcieport|NVRM|Xid'
sudo dmesg -T | grep -Ei 'AER|PCIe Bus Error|pcieport|NVRM|Xid'
sudo grep -Ei 'AER|PCIe Bus Error|pcieport|NVRM|Xid' /var/log/syslog /var/log/syslog.1 /var/log/kern.log /var/log/kern.log.1 2>/dev/null
sudo zgrep -Ei 'AER|PCIe Bus Error|pcieport|NVRM|Xid' /var/log/syslog.*.gz /var/log/kern.log.*.gz 2>/dev/null",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/common-errors-diagnostics.mdx,138,142,GPU And Kernel Diagnostics,authored
com-84ff05e985,command,sudo journalctl -kf | grep --line-buffered -Ei 'AER|PCIe Bus Error|pcieport|NVRM|Xid',privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/common-errors-diagnostics.mdx,148,148,GPU And Kernel Diagnostics,authored
com-35d595f6c6,command,"nvidia-smi -L
sudo docker run --rm --gpus all nvidia/cuda:12.2.0-base-ubuntu22.04 nvidia-smi -L",destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/common-errors-diagnostics.mdx,154,155,GPU And Kernel Diagnostics,authored
com-35d595f6c6,command,"nvidia-smi -L
sudo docker run --rm --gpus all nvidia/cuda:12.2.0-base-ubuntu22.04 nvidia-smi -L",destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/machine-errors.mdx,114,115,CDI Device Injection,authored
com-fdf15c8683,command,sudo docker run --rm --gpus all oguzpastirmaci/gpu-burn 60,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/common-errors-diagnostics.mdx,161,161,GPU And Kernel Diagnostics,authored
com-53cebfb71d,command,"sudo cat /var/lib/vastai_kaalia/host_port_range
df -h /var/lib/docker
sudo docker system df
findmnt /var/lib/docker -no SOURCE,FSTYPE,OPTIONS",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/common-errors-diagnostics.mdx,189,192,Storage And Port Evidence,authored
com-348b4a5efd,command,"systemctl is-active vastai.service vast_metrics.service docker nvidia-persistenced.service
systemctl --no-pager --full status vastai.service vast_metrics.service docker nvidia-persistenced.service
sudo journalctl -u vastai.service -n 80 --no-pager
sudo journalctl -u vast_metrics.service -n 80 --no-pager
sudo tail -n 100 /var/lib/vastai_kaalia/kaalia.log
sudo cat /var/lib/vastai_kaalia/host_port_range",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/first-24-hours.mdx,29,34,Healthy Daemon,authored
com-7c8b33bd93,command,vastai show machines --raw,account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/fleet-operations.mdx,22,22,Fleet State,authored
com-7c8b33bd93,command,vastai show machines --raw,account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/fleet-operations.mdx,76,76,Monitor,authored
com-9441748e81,command,vastai list machines <selected-machines> -e 12/31/2026 --retry 6,account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/fleet-operations.mdx,32,32,Bulk Listing And Pricing,authored
com-433c2e0c1e,command,"vastai schedule maint <selected-machine> --sdate 1782950400 --duration 2 --maintenance_category power
vastai show maints --ids <selected-machine>
vastai cancel maint <selected-machine>",destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/fleet-operations.mdx,44,46,Maintenance Windows,authored
com-da95adbc5a,command,"vastai set defjob <ID> --price_gpu 0.20 --image <your-image> --args <container-args>
vastai remove defjob <ID>",destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/fleet-operations.mdx,56,57,Default Jobs,authored
com-f946d81373,command,vastai defrag machines $(vastai show machines -q),destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/fleet-operations.mdx,67,67,Defragment GPUs,authored
com-1d8b80405d,command,vastai metrics,account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,inventoried-not-executed,,host/fleet-operations.mdx,82,82,Monitor,authored
com-4da5ff7519,command,vastai cleanup machine <selected-machine>,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/fleet-operations.mdx,89,89,Cleanup And Decommissioning,authored
com-f1391f0c85,command,"lsb_release -a
uname -a
lscpu | sed -n '1,25p'
lspci | grep -i nvidia
lsblk -f
findmnt / /data0 /var/lib/docker
df -h /
ip -brief address",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/hardware-prep.mdx,30,37,How do I inventory a clean host?,authored
com-874c732c2a,command,"ssh-keygen -R HOST_PUBLIC_IP
ssh ubuntu@HOST_PUBLIC_IP",local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,23,24,First SSH Connection After Provisioning,authored
com-12a15290e5,command,apt-get,local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,inventoried-not-executed,,host/headless-install.mdx,31,31,Step 1: Update The System,authored
com-383857bc9c,command,"sudo apt-get update
APT_OPTS=""-o Dpkg::Options::=--force-confdef -o Dpkg::Options::=--force-confold""
sudo DEBIAN_FRONTEND=noninteractive apt-get $APT_OPTS upgrade -y
sudo DEBIAN_FRONTEND=noninteractive apt-get $APT_OPTS dist-upgrade -y
sudo DEBIAN_FRONTEND=noninteractive apt-get $APT_OPTS install -y update-manager-core",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,34,38,Step 1: Update The System,authored
com-a8171f44c3,command,"APT_OPTS=""-o Dpkg::Options::=--force-confdef -o Dpkg::Options::=--force-confold""
sudo DEBIAN_FRONTEND=noninteractive apt-get $APT_OPTS install --install-recommends linux-generic-hwe-24.04 -y",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,46,47,Step 1: Update The System,authored
com-cfe34cebde,command,sudo reboot,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,53,53,Step 1: Update The System,authored
com-cfe34cebde,command,sudo reboot,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,80,80,Step 2: Install NVIDIA Drivers,authored
com-cfe34cebde,command,sudo reboot,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,280,280,Step 11: Reboot And Verify,authored
com-6c22cc7f5a,command,"APT_OPTS=""-o Dpkg::Options::=--force-confdef -o Dpkg::Options::=--force-confold""
sudo DEBIAN_FRONTEND=noninteractive apt-get $APT_OPTS install -y build-essential ubuntu-drivers-common
sudo apt-get update",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,59,61,Step 2: Install NVIDIA Drivers,authored
com-1bec33cec9,command,ubuntu-drivers devices,local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,67,67,Step 2: Install NVIDIA Drivers,authored
com-a01d031ad6,command,"APT_OPTS=""-o Dpkg::Options::=--force-confdef -o Dpkg::Options::=--force-confold""
sudo DEBIAN_FRONTEND=noninteractive apt-get $APT_OPTS install -y nvidia-driver-595-open",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,73,74,Step 2: Install NVIDIA Drivers,authored
com-753fb9bfe2,command,"sudo DEBIAN_FRONTEND=noninteractive apt-get purge --auto-remove unattended-upgrades -y
sudo systemctl disable apt-daily-upgrade.timer
sudo systemctl mask apt-daily-upgrade.service
sudo systemctl disable apt-daily.timer
sudo systemctl mask apt-daily.service",destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,96,100,Step 3: Disable Automatic Updates,authored
com-6a672a26b7,command,sudo nvidia-xconfig -a --cool-bits=28 --allow-empty-initial-configuration --enable-all-gpus,privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,110,110,Step 4: X Server Config,authored
com-f167ee595e,command,"sudo apt-get update
sudo apt-get -y upgrade
sudo apt-get install -y libgtk-3-0 xinit xserver-xorg-core
sudo apt-get remove -y gnome-shell
sudo update-grub
sudo nvidia-xconfig -a --cool-bits=28 --allow-empty-initial-configuration --enable-all-gpus",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,116,121,Step 4: X Server Config,authored
com-642b2a3fd4,command,lsblk,environment-dependent,Verify on the matching Linux/GPU/network environment and capture representative output or an error fixture.,inventoried-not-executed,,host/headless-install.mdx,129,129,Step 5: Mount NVMe For Docker Storage,authored
com-5f06074e54,command,"lsblk -f
findmnt /
findmnt /data0 || true
findmnt /var/lib/docker || true",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,135,138,Step 5: Mount NVMe For Docker Storage,authored
com-3a6c845f0a,command,sudo cfdisk /dev/nvme0n1,privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,146,146,Step 5: Mount NVMe For Docker Storage,authored
com-1c0b5fc34c,command,"if findmnt -S /dev/nvme0n1p1 >/dev/null; then
  sudo umount /dev/nvme0n1p1
fi",destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,156,158,Step 5: Mount NVMe For Docker Storage,authored
com-b3c6d09d98,command,sudo mkfs.xfs /dev/nvme0n1p1,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,162,162,Step 5: Mount NVMe For Docker Storage,authored
com-48907fa667,command,sudo mkdir -p /var/lib/docker,privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,170,170,Step 5: Mount NVMe For Docker Storage,authored
com-70c98bd4ff,command,sudo blkid /dev/nvme0n1p1,privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,176,176,Step 5: Mount NVMe For Docker Storage,authored
com-031f955403,command,"sudo mount -a
df -h /var/lib/docker
findmnt /var/lib/docker -no SOURCE,FSTYPE,OPTIONS
sudo xfs_quota -x -c ""state"" /var/lib/docker",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,197,200,Step 5: Mount NVMe For Docker Storage,authored
com-7ae7541c9d,command,"sudo bash -c '(crontab -l 2>/dev/null; echo ""@reboot nvidia-smi -pm 1"" ) | crontab -'",destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,210,210,Step 6: Enable GPU Persistence Mode,authored
com-7526ba6636,command,tmux new -s vast-install,local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,220,220,Step 7: Install The Vast Host Software,authored
com-392fd1e954,command,python3 install,local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,inventoried-not-executed,,host/headless-install.mdx,223,223,Step 7: Install The Vast Host Software,authored
com-0e5a326c26,command,wget,local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,inventoried-not-executed,,host/headless-install.mdx,223,223,Step 7: Install The Vast Host Software,authored
com-d6fe4990c9,command,"read -rsp ""Paste fresh Vast host setup key: "" VAST_HOST_KEY
echo
sudo python3 ./install ""$VAST_HOST_KEY"" \
  --no-driver \
  --docker-partition /dev/mapper/vg1-lv--1 \
  --ports 40000 40799
unset VAST_HOST_KEY",credential-bearing,Verify only with redacted placeholders and an approved test credential; confirm no secret appears in logs or history.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,228,234,Step 7: Install The Vast Host Software,authored
com-10c8e6f115,command,sudo update-grub,privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,256,256,Step 8: Configure GRUB Only When Needed,authored
com-6f689dccec,command,"echo -n ""40000-40799"" | sudo tee /var/lib/vastai_kaalia/host_port_range
sudo systemctl restart vastai.service
sudo tail -n 50 /var/lib/vastai_kaalia/kaalia.log | grep host_port_range",destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,264,266,Step 9: Configure Networking,authored
com-6f689dccec,command,"echo -n ""40000-40799"" | sudo tee /var/lib/vastai_kaalia/host_port_range
sudo systemctl restart vastai.service
sudo tail -n 50 /var/lib/vastai_kaalia/kaalia.log | grep host_port_range",destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/network-ports.mdx,46,48,Set The Host Port Range,authored
com-831ca2ea65,command,echo -n,local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,inventoried-not-executed,,host/headless-install.mdx,269,269,Step 9: Configure Networking,authored
com-f11717dcec,command,sudo nc -l -p PORT,privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",inventoried-not-executed,,host/headless-install.mdx,271,271,Step 9: Configure Networking,authored
com-f838f8c5b3,command,"# Check NVMe is mounted to /var/lib/docker
df -h /var/lib/docker
findmnt /var/lib/docker -no SOURCE,FSTYPE,OPTIONS
sudo xfs_quota -x -c ""state"" /var/lib/docker

# Check the Vast services and Docker are running
systemctl is-active vastai.service vast_metrics.service docker nvidia-persistenced.service

# Check the configured port range
sudo cat /var/lib/vastai_kaalia/host_port_range

# Check GPUs are visible
nvidia-smi",privileged-host,"Verify on a disposable supported Ubuntu host; record OS version, command output, and expected postcondition.",static-syntax-passed-not-executed,pass: Parsed with bash -n after replacing angle-bracket placeholders; no command was executed.,host/headless-install.mdx,286,298,Step 11: Reboot And Verify,authored
com-5bb86854f0,command,vastai.service,local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,inventoried-not-executed,,host/headless-install.mdx,306,306,"Step 12: List, Self-Test, And Monitor",authored
com-5bb86854f0,command,vastai.service,local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,inventoried-not-executed,,host/installing-host-software.mdx,119,119,Logs,authored
com-e1b3c61f1a,command,vastai set api-key,credential-bearing,Verify only with redacted placeholders and an approved test credential; confirm no secret appears in logs or history.,inventoried-not-executed,,host/host-teams.mdx,134,134,Vast CLI For Host Teams,authored
com-b5f1ac084d,command,vastai create team,local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,inventoried-not-executed,,host/host-teams.mdx,140,140,Vast CLI For Host Teams,authored
com-aefdbd4f60,command,vastai destroy team,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,inventoried-not-executed,,host/host-teams.mdx,141,141,Vast CLI For Host Teams,authored
com-4446c57e18,command,vastai invite member,local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,inventoried-not-executed,,host/host-teams.mdx,142,142,Vast CLI For Host Teams,authored
com-5498c88b50,command,vastai remove member,local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,inventoried-not-executed,,host/host-teams.mdx,142,142,Vast CLI For Host Teams,authored
com-3055867782,command,vastai show members,account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,inventoried-not-executed,,host/host-teams.mdx,142,142,Vast CLI For Host Teams,authored
com-dc85cf11a6,command,vastai create team-role,local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,inventoried-not-executed,,host/host-teams.mdx,143,143,Vast CLI For Host Teams,authored
com-52d9221db8,command,vastai remove team-role,local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,inventoried-not-executed,,host/host-teams.mdx,143,143,Vast CLI For Host Teams,authored
com-5f54c093d1,command,vastai show team-role,account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,inventoried-not-executed,,host/host-teams.mdx,143,143,Vast CLI For Host Teams,authored
com-c913b23b7d,command,vastai show team-roles,account-read-only,Verify against current CLI help and a non-production authenticated account; confirm flags and output shape without mutation.,inventoried-not-executed,,host/host-teams.mdx,143,143,Vast CLI For Host Teams,authored
com-b1f4f4671a,command,vastai update team-role,local-safe,Verify command availability/help and static syntax locally; use placeholders and do not supply production credentials.,inventoried-not-executed,,host/host-teams.mdx,143,143,Vast CLI For Host Teams,authored
com-998f501022,command,vastai create api-key,credential-bearing,Verify only with redacted placeholders and an approved test credential; confirm no secret appears in logs or history.,inventoried-not-executed,,host/host-teams.mdx,144,144,Vast CLI For Host Teams,authored
com-433f13d191,command,vastai delete api-key,destructive-or-mutating,Verify in a disposable/non-production environment with peer review and recorded before/after state.,inventoried-not-executed,,host/host-teams.mdx,144,144,Vast CLI For Host Teams,authored
com-b489e9f10e,command,vastai show api-keys,credential-bearing,Verify only with redacted placeholders and an approved test credential; confirm no secret appears in logs or history.,inventoried-not-executed,,host/host-teams.mdx,144,144,Vast CLI For Host Teams,authored
